Passenger ID,Gender,Age,Flight Class,Seat Comfort,Departure/Arrival Time Conv.,Food and Drink,Inflight Entertainment,Leg Room Service,Baggage Handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
395,M,44,Economy,4,5,5,1,2,4,3,21,38,Neutral
396,F,23,First Class,4,4,3,4,5,5,2,24,119,Satisfied
397,M,79,Premium Economy,5,5,5,4,1,3,2,51,58,Satisfied
398,F,46,First Class,4,3,1,5,2,3,4,11,30,Unsatisfied
399,M,35,First Class,4,1,3,2,4,2,5,120,61,Neutral
400,F,79,Premium Economy,5,4,3,3,2,3,4,95,18,Unsatisfied
401,M,66,Business,2,5,4,4,3,4,4,37,39,Satisfied
402,M,26,Business,2,2,3,2,4,4,2,115,51,Unsatisfied
403,M,31,First Class,4,1,5,4,3,3,2,99,77,Satisfied
404,F,23,Premium Economy,5,2,3,1,5,2,2,16,108,Neutral
405,M,28,Economy,5,1,5,5,1,4,1,34,8,Satisfied
406,M,66,Premium Economy,2,5,3,2,3,4,3,12,69,Unsatisfied
407,F,44,Business,3,4,3,5,1,4,2,16,108,Satisfied
408,F,57,Premium Economy,5,5,1,3,5,2,4,33,109,Satisfied
409,M,43,Business,4,4,2,5,2,2,1,0,114,Unsatisfied
410,F,44,Economy,4,2,1,5,2,5,1,46,105,Satisfied
411,M,31,Premium Economy,5,3,5,5,1,2,5,75,50,Unsatisfied
412,M,51,Business,4,4,1,5,5,4,5,107,117,Satisfied
413,F,33,Economy,3,3,5,4,3,1,5,46,78,Unsatisfied
414,F,45,Economy,4,2,3,5,1,1,5,94,20,Neutral
415,F,56,Premium Economy,3,2,4,4,5,1,3,75,103,Neutral
416,F,55,Economy,1,4,3,5,1,2,2,53,54,Neutral
417,F,73,Business,2,5,2,2,1,3,1,30,84,Unsatisfied
418,F,18,Economy,5,1,1,2,1,5,3,14,97,Satisfied
419,F,42,Premium Economy,3,4,4,5,4,3,5,73,26,Satisfied
420,M,49,Business,4,4,1,4,1,5,1,19,36,Satisfied
421,F,68,First Class,4,2,5,3,3,5,1,17,81,Unsatisfied
422,F,71,Premium Economy,5,5,3,4,2,2,3,56,4,Neutral
423,F,68,First Class,2,5,1,4,2,4,4,52,84,Unsatisfied
424,F,26,First Class,5,1,5,2,2,5,4,25,91,Satisfied
425,F,58,Business,1,3,2,4,1,2,1,14,48,Neutral
426,F,52,Business,2,1,1,4,5,4,4,39,27,Neutral
427,F,78,Premium Economy,4,2,2,4,5,4,5,16,110,Satisfied
428,F,76,First Class,1,4,5,3,4,4,3,12,12,Satisfied
429,F,74,Business,3,5,2,3,1,1,5,1,42,Satisfied
430,F,77,Business,4,3,2,1,1,4,1,47,38,Satisfied
431,M,70,Economy,2,4,2,4,2,1,4,105,11,Neutral
432,M,27,First Class,3,2,2,5,4,5,2,52,56,Unsatisfied
433,F,27,Business,5,1,1,3,3,4,4,22,17,Satisfied
434,M,28,Premium Economy,4,5,1,2,3,5,3,86,65,Neutral
435,F,56,Economy,4,2,2,2,3,5,5,119,18,Unsatisfied
436,M,74,Premium Economy,5,5,3,4,3,1,4,119,104,Neutral
437,F,75,First Class,4,3,2,3,4,3,3,64,7,Satisfied
438,M,28,Economy,1,3,2,5,2,5,3,38,84,Satisfied
439,F,28,Economy,3,1,4,1,4,5,5,84,90,Neutral
440,F,62,Premium Economy,5,5,3,5,5,1,1,6,69,Satisfied
441,M,29,Business,3,1,5,2,5,3,4,43,18,Unsatisfied
442,M,66,First Class,1,1,3,1,5,1,2,82,4,Unsatisfied
443,M,74,Business,3,1,2,5,2,1,2,80,107,Satisfied
444,F,70,Business,3,4,3,3,2,1,2,86,21,Neutral
445,M,64,Business,2,4,3,5,4,5,2,3,75,Unsatisfied
446,M,32,First Class,2,1,1,2,2,1,3,70,94,Neutral
447,F,71,Economy,5,3,1,4,1,3,2,80,77,Satisfied
448,F,22,Economy,2,4,1,1,5,5,4,74,68,Satisfied
449,M,19,Premium Economy,4,4,3,4,4,2,2,6,25,Unsatisfied
450,M,43,Business,5,2,1,4,3,1,5,84,79,Neutral
451,M,56,First Class,2,4,1,2,1,5,4,46,22,Neutral
452,F,57,Premium Economy,2,2,1,2,3,1,1,69,37,Neutral
453,M,80,First Class,4,5,3,4,5,1,4,25,56,Satisfied
454,F,79,Premium Economy,5,5,2,5,1,2,5,54,24,Satisfied
455,M,31,Premium Economy,1,3,4,2,1,2,3,81,58,Satisfied
456,F,72,Premium Economy,4,5,3,4,1,5,4,42,32,Unsatisfied
457,F,45,Premium Economy,5,5,4,1,2,4,1,24,24,Unsatisfied
458,F,49,Premium Economy,1,1,2,5,3,5,1,23,16,Neutral
459,M,43,Business,2,2,4,3,2,3,5,64,82,Satisfied
460,F,20,First Class,3,2,2,4,3,2,5,3,72,Neutral
461,M,63,Business,3,3,2,4,3,1,4,101,84,Satisfied
462,F,74,First Class,1,3,4,3,4,3,4,40,60,Satisfied
463,F,44,Economy,3,2,1,2,2,2,1,31,5,Satisfied
464,M,53,Premium Economy,2,1,1,5,3,4,3,41,31,Neutral
465,M,63,Business,3,3,1,1,5,3,5,75,83,Neutral
466,M,79,Business,4,5,1,4,4,5,1,45,22,Neutral
467,F,71,Business,3,3,1,3,1,4,4,89,89,Neutral
468,M,58,Business,5,2,1,2,2,1,5,3,85,Satisfied
469,M,54,Premium Economy,1,1,2,2,5,3,1,17,39,Unsatisfied
470,F,50,Business,1,4,2,3,4,3,2,76,41,Satisfied
471,F,65,First Class,2,2,2,3,3,4,5,82,29,Unsatisfied
472,F,58,First Class,3,1,3,2,2,5,3,42,111,Satisfied
473,M,69,Premium Economy,2,5,5,2,1,2,2,38,3,Satisfied
474,F,48,Premium Economy,4,1,2,5,4,3,5,72,27,Satisfied
475,M,32,First Class,4,4,2,5,2,5,2,58,65,Neutral
476,F,26,Premium Economy,3,3,3,4,3,4,5,75,100,Neutral
477,F,35,Business,5,5,1,1,1,2,1,32,11,Neutral
478,M,25,First Class,3,2,3,3,4,1,1,38,84,Satisfied
479,M,43,Business,5,4,2,2,4,5,5,75,99,Satisfied
480,F,46,Business,2,2,1,3,5,5,5,86,86,Satisfied
481,M,42,Business,2,4,4,5,5,4,4,102,64,Neutral
482,F,42,Economy,2,1,3,5,4,5,4,34,37,Unsatisfied
483,F,79,First Class,5,2,3,4,5,1,1,77,108,Unsatisfied
484,F,46,Premium Economy,2,2,2,3,4,3,4,8,43,Satisfied
485,F,27,Business,1,1,1,1,5,2,5,51,106,Neutral
486,F,44,Economy,3,4,2,1,3,4,3,93,3,Unsatisfied
487,M,64,First Class,1,1,2,1,2,1,5,25,113,Satisfied
488,F,71,First Class,1,5,2,1,2,5,2,108,119,Satisfied
489,M,54,Economy,3,4,2,1,3,4,4,80,20,Unsatisfied
490,M,63,Business,1,2,1,5,2,5,4,26,90,Satisfied
491,M,75,Business,3,2,1,2,2,1,2,89,48,Unsatisfied
492,F,64,First Class,2,4,4,2,3,3,3,2,27,Satisfied
493,M,28,Business,1,3,1,1,4,5,3,111,20,Satisfied
494,M,64,Business,5,4,5,3,4,4,3,49,41,Unsatisfied
495,M,54,Premium Economy,2,5,3,3,4,2,5,65,27,Neutral
496,F,80,Premium Economy,3,1,2,2,1,2,2,47,71,Unsatisfied
497,F,60,Economy,2,2,4,1,5,3,5,69,25,Unsatisfied
498,M,74,Business,4,2,5,5,3,5,1,24,16,Unsatisfied
499,M,61,Business,1,3,4,5,4,1,5,5,23,Unsatisfied
500,F,50,Economy,2,2,5,2,2,4,2,71,69,Satisfied
501,F,52,Premium Economy,3,4,5,2,3,4,2,20,71,Unsatisfied
502,F,22,First Class,5,2,2,2,1,3,3,42,88,Unsatisfied
503,F,21,Economy,2,4,4,4,3,2,3,117,20,Neutral
504,F,71,Business,1,3,1,1,2,5,3,99,118,Satisfied
505,M,37,Economy,2,4,5,4,4,3,2,99,1,Satisfied
506,M,22,Premium Economy,5,1,3,4,2,4,2,8,68,Unsatisfied
507,F,18,Economy,3,5,2,1,3,4,1,38,109,Satisfied
508,F,53,Economy,2,4,3,3,5,1,2,57,11,Satisfied
509,F,60,Economy,1,4,2,4,1,3,2,68,23,Satisfied
510,M,56,Premium Economy,4,2,2,5,3,1,5,0,22,Satisfied
511,M,63,Premium Economy,5,2,4,4,2,1,4,2,38,Unsatisfied
512,F,27,Premium Economy,1,2,5,5,2,4,3,55,57,Neutral
513,M,67,Premium Economy,2,2,1,1,5,3,1,70,65,Satisfied
514,F,22,Premium Economy,4,1,2,1,2,3,2,65,40,Satisfied
515,M,45,Economy,4,1,4,3,1,3,1,91,48,Satisfied
516,F,59,Premium Economy,4,3,1,3,3,5,5,64,77,Neutral
517,F,20,Business,5,1,4,1,2,3,4,88,52,Unsatisfied
518,M,71,Premium Economy,5,1,2,4,1,5,3,103,23,Neutral
519,F,70,Economy,4,1,3,4,4,2,4,7,18,Satisfied
520,F,34,Economy,4,2,1,1,5,5,1,70,88,Unsatisfied
521,M,40,Premium Economy,2,5,4,2,3,5,4,109,86,Unsatisfied
522,F,63,Premium Economy,3,1,4,4,3,5,1,88,102,Unsatisfied
523,M,80,Business,4,3,1,4,1,5,4,98,60,Unsatisfied
524,F,23,Premium Economy,3,1,2,1,2,2,3,49,29,Neutral
525,F,36,Premium Economy,5,4,3,1,4,4,5,41,97,Satisfied
526,F,37,Economy,5,1,3,3,2,4,1,89,9,Neutral
527,F,30,Economy,4,3,5,3,5,5,1,118,45,Satisfied
528,M,49,Economy,2,1,3,3,3,1,2,91,49,Unsatisfied
529,M,27,First Class,3,1,4,2,5,3,1,14,109,Unsatisfied
530,M,67,Economy,5,5,4,3,1,5,3,50,101,Neutral
531,M,55,Premium Economy,2,2,3,2,2,4,3,16,107,Unsatisfied
532,M,57,Business,1,3,5,2,5,2,3,106,47,Unsatisfied
533,M,61,Economy,5,2,5,1,4,2,2,96,86,Satisfied
534,F,40,Business,1,4,2,1,5,4,2,39,75,Unsatisfied
535,M,66,First Class,3,2,5,1,4,1,2,1,23,Satisfied
536,F,73,Premium Economy,4,1,1,1,4,1,1,59,74,Satisfied
537,M,24,Premium Economy,3,3,4,4,4,3,5,25,53,Satisfied
538,F,33,Business,4,1,4,1,2,1,3,119,116,Neutral
539,M,52,Economy,1,1,2,3,2,4,1,26,112,Satisfied
540,F,21,First Class,3,1,1,1,3,3,5,11,55,Satisfied
541,F,31,Premium Economy,4,1,5,2,4,3,2,46,61,Unsatisfied
542,M,45,Premium Economy,2,3,4,5,5,5,1,28,111,Satisfied
543,F,21,Economy,1,1,4,3,2,3,5,60,10,Neutral
544,F,62,Business,2,1,3,5,2,3,3,65,66,Unsatisfied
545,M,44,First Class,1,5,1,4,5,4,3,62,57,Satisfied
546,M,27,Economy,5,1,5,2,2,1,2,32,12,Unsatisfied
547,F,33,Business,5,4,2,3,4,4,3,63,111,Satisfied
548,F,23,Economy,3,3,5,3,4,5,3,60,96,Neutral
549,M,79,Business,2,1,3,2,1,5,4,47,119,Unsatisfied
550,M,37,First Class,5,4,5,4,3,2,2,86,88,Satisfied
551,F,19,First Class,3,2,2,4,1,1,2,81,109,Unsatisfied
552,M,64,First Class,1,5,2,2,5,4,3,45,94,Satisfied
553,M,76,First Class,5,5,2,5,4,5,5,67,14,Satisfied
554,F,69,Business,2,5,5,1,4,1,4,59,113,Neutral
555,F,43,Business,5,3,3,4,1,1,2,101,36,Unsatisfied
556,M,32,Premium Economy,1,5,4,5,4,2,2,100,15,Neutral
557,M,74,Economy,5,2,4,1,5,4,2,6,84,Satisfied
558,M,20,Business,3,2,3,2,2,4,3,96,49,Neutral
559,F,80,Economy,5,5,1,2,2,4,4,14,15,Neutral
560,F,21,Business,1,2,4,1,5,4,1,36,42,Unsatisfied
561,F,22,First Class,2,3,1,2,5,5,5,96,111,Satisfied
562,M,19,Premium Economy,2,4,2,4,3,2,2,70,89,Satisfied
563,F,30,Business,5,4,3,5,3,5,2,91,15,Satisfied
564,M,22,Economy,4,4,3,3,3,4,3,6,105,Satisfied
565,F,60,Economy,1,4,4,5,3,4,4,96,70,Satisfied
566,F,29,Economy,3,1,5,5,5,3,1,87,46,Unsatisfied
567,F,69,Economy,5,4,3,1,3,3,1,57,91,Neutral
568,M,38,Premium Economy,3,4,3,4,2,5,5,26,89,Unsatisfied
569,F,37,Economy,3,5,4,5,3,2,2,107,95,Satisfied
570,F,57,Premium Economy,4,1,1,4,3,4,4,54,39,Unsatisfied
571,M,63,First Class,1,2,1,4,2,1,2,77,53,Satisfied
572,M,25,Premium Economy,4,3,1,2,3,5,3,78,60,Neutral
573,F,76,Premium Economy,2,3,4,1,3,2,5,79,114,Satisfied
574,F,25,First Class,5,3,2,3,5,3,1,37,100,Unsatisfied
575,F,45,Business,3,4,1,2,5,4,1,113,7,Satisfied
576,F,66,Premium Economy,2,5,3,4,1,5,3,88,45,Satisfied
577,M,39,First Class,2,3,2,4,2,2,4,87,100,Neutral
578,M,43,Premium Economy,2,3,2,4,1,2,5,16,64,Satisfied
579,M,49,Economy,3,1,4,5,2,1,5,8,15,Satisfied
580,F,79,Business,3,2,3,3,2,1,4,45,77,Unsatisfied
581,M,18,Economy,2,3,1,4,5,2,3,84,112,Satisfied
582,F,77,First Class,3,4,4,1,5,1,3,1,85,Neutral
583,M,78,Economy,3,5,2,5,2,3,4,21,110,Satisfied
584,F,59,First Class,1,2,2,2,5,3,5,17,23,Unsatisfied
585,F,19,First Class,4,4,4,5,4,2,2,18,47,Unsatisfied
586,F,47,Premium Economy,4,2,1,2,5,1,1,64,74,Satisfied
587,F,65,Business,3,2,3,5,5,1,2,8,67,Unsatisfied
588,M,50,Business,1,3,2,3,1,5,4,86,111,Unsatisfied
589,F,26,Business,5,1,5,5,5,1,2,60,87,Unsatisfied
590,F,22,Economy,4,2,2,3,4,1,1,5,32,Satisfied
591,M,70,Economy,4,3,3,4,4,1,3,30,28,Satisfied
592,F,68,Business,5,3,5,2,2,3,5,55,89,Neutral
593,M,46,Premium Economy,1,1,3,4,1,5,4,50,46,Satisfied
594,M,56,Premium Economy,3,5,5,4,4,3,4,79,83,Satisfied
595,F,68,Economy,3,1,2,5,1,1,4,7,54,Unsatisfied
596,M,18,First Class,3,5,2,3,2,2,1,62,0,Neutral
597,F,79,Business,5,4,1,2,2,2,2,114,105,Satisfied
598,F,68,Business,4,5,4,1,2,3,1,79,37,Unsatisfied
599,M,73,Business,3,4,1,3,3,5,5,40,24,Satisfied
600,F,74,Business,5,1,4,3,5,2,5,91,80,Satisfied
601,M,62,Economy,5,2,4,2,1,5,4,61,96,Satisfied
602,F,46,Economy,5,2,1,5,3,5,2,108,21,Neutral
603,M,80,First Class,5,1,3,2,1,2,2,50,82,Satisfied
604,M,25,Premium Economy,5,3,5,2,5,2,5,94,91,Neutral
605,M,28,Business,3,5,1,4,2,4,1,59,92,Satisfied
606,M,27,Economy,3,5,1,1,1,5,3,76,10,Satisfied
607,M,67,Premium Economy,4,3,5,2,2,5,4,72,93,Satisfied
608,M,58,Business,3,5,2,5,5,3,4,96,29,Unsatisfied
609,M,44,Premium Economy,1,5,1,5,5,3,3,97,85,Neutral
610,M,49,Economy,1,1,3,1,4,1,5,50,63,Unsatisfied
611,M,41,First Class,2,1,2,5,3,4,1,65,27,Satisfied
612,F,65,First Class,2,5,5,2,3,3,5,31,31,Unsatisfied
613,F,61,Economy,3,2,5,1,3,3,2,49,120,Unsatisfied
614,F,75,Premium Economy,5,1,3,5,5,1,5,43,56,Unsatisfied
615,F,58,Premium Economy,1,4,5,4,3,2,1,98,40,Unsatisfied
616,F,62,Business,4,5,3,3,4,2,5,100,65,Satisfied
617,M,24,Economy,1,1,5,5,5,5,4,64,66,Satisfied
618,F,25,Business,4,4,4,4,5,1,1,49,38,Satisfied
619,M,53,Premium Economy,4,3,3,1,2,1,4,52,42,Neutral
620,F,42,Economy,2,2,5,2,2,2,5,107,54,Neutral
621,M,55,Business,1,5,2,1,1,4,3,10,82,Satisfied
622,F,26,Economy,3,4,1,1,1,1,4,56,29,Neutral
623,F,49,Business,4,5,1,1,5,2,2,41,24,Neutral
624,F,19,Business,2,5,5,4,5,4,5,87,9,Unsatisfied
625,M,65,Economy,2,4,3,2,1,3,5,4,69,Neutral
626,F,68,Business,5,5,3,5,1,3,4,37,49,Unsatisfied
627,M,64,First Class,4,5,1,2,4,4,2,13,9,Unsatisfied
628,M,55,Business,5,2,2,5,3,1,1,116,46,Neutral
629,M,48,First Class,3,1,1,4,3,5,5,78,87,Satisfied
630,F,67,Economy,5,1,3,2,1,4,1,67,2,Satisfied
631,M,31,Economy,3,5,3,4,5,2,4,80,107,Unsatisfied
632,F,67,First Class,5,3,5,2,2,2,1,107,69,Satisfied
633,F,30,Economy,3,4,5,5,1,5,4,25,74,Satisfied
634,M,38,Business,5,3,5,2,4,4,5,89,5,Satisfied
635,F,76,First Class,3,3,3,1,3,2,1,59,46,Satisfied
636,F,60,Economy,5,2,2,2,1,3,3,120,85,Satisfied
637,F,31,Premium Economy,1,2,2,2,2,4,5,13,57,Unsatisfied
638,F,69,Business,4,2,5,3,3,1,1,19,55,Satisfied
639,M,61,Premium Economy,1,2,5,1,4,2,3,83,15,Unsatisfied
640,M,55,Economy,3,4,1,3,5,5,4,102,52,Unsatisfied
641,F,46,Economy,3,4,2,3,3,1,5,104,33,Neutral
642,F,48,First Class,1,4,5,3,4,5,3,106,114,Unsatisfied
643,M,37,Economy,4,5,1,3,3,4,2,49,39,Unsatisfied
644,M,51,Economy,5,2,5,3,4,4,2,82,36,Unsatisfied
645,F,62,Business,3,2,3,2,2,2,1,100,86,Unsatisfied
646,F,52,Business,3,5,1,3,3,3,3,99,102,Unsatisfied
647,M,70,Business,1,3,2,1,2,5,2,101,4,Neutral
648,F,79,First Class,1,3,5,5,3,3,5,70,66,Unsatisfied
649,F,59,Economy,3,5,4,1,5,1,4,84,38,Satisfied
650,M,52,Premium Economy,5,2,5,3,3,4,4,112,63,Unsatisfied
651,F,68,Premium Economy,1,1,2,5,2,1,4,36,53,Satisfied
652,F,24,Business,2,4,5,5,3,3,3,81,53,Unsatisfied
653,F,41,First Class,1,4,3,3,5,1,1,61,67,Neutral
654,M,58,First Class,3,3,2,3,5,2,2,62,80,Satisfied
655,F,79,Economy,4,4,3,1,3,4,5,73,18,Unsatisfied
656,F,73,First Class,4,3,1,3,5,1,2,26,22,Neutral
657,M,20,Business,1,5,5,1,5,5,4,18,67,Neutral
658,F,30,First Class,5,5,2,5,2,4,3,41,29,Neutral
659,F,28,Business,5,4,4,3,4,2,3,62,18,Neutral
660,M,38,Premium Economy,2,3,4,3,1,5,4,86,5,Neutral
661,F,76,Economy,4,4,1,4,1,5,1,39,13,Neutral
662,F,71,Business,5,4,1,3,5,3,2,58,53,Satisfied
663,F,38,First Class,4,4,1,1,1,4,4,19,46,Neutral
664,F,66,First Class,5,1,2,5,2,3,1,114,50,Unsatisfied
665,F,20,Premium Economy,2,3,2,2,2,4,5,54,65,Neutral
666,M,70,Economy,3,5,5,5,2,1,2,78,27,Unsatisfied
667,F,23,First Class,3,3,2,4,1,1,3,81,109,Neutral
668,M,30,Business,2,3,4,3,1,2,2,89,6,Satisfied
669,M,52,First Class,3,4,5,4,1,5,5,10,49,Unsatisfied
670,M,21,Business,3,5,3,5,3,4,1,77,88,Neutral
671,M,57,Premium Economy,3,2,3,3,1,3,4,40,85,Satisfied
672,M,75,First Class,5,3,1,1,4,2,1,54,85,Unsatisfied
673,M,32,Premium Economy,5,4,3,1,5,2,2,27,68,Satisfied
674,F,59,Business,3,1,2,1,1,3,4,52,113,Unsatisfied
675,M,48,First Class,1,2,1,4,2,2,2,86,106,Satisfied
676,F,68,Business,5,3,5,3,4,2,5,13,67,Unsatisfied
677,M,46,Business,1,3,4,5,5,2,1,60,48,Unsatisfied
678,F,33,First Class,4,5,3,5,5,1,5,73,66,Satisfied
679,M,54,Premium Economy,4,1,4,2,2,5,1,97,12,Neutral
680,F,55,Premium Economy,4,4,5,1,5,5,5,76,103,Unsatisfied
681,M,42,Economy,5,3,1,5,3,3,5,0,38,Unsatisfied
682,M,77,Economy,5,5,5,3,2,1,3,54,81,Unsatisfied
683,F,39,Premium Economy,4,3,2,2,1,3,1,77,48,Unsatisfied
684,F,47,Economy,5,4,2,4,1,4,3,119,92,Satisfied
685,F,65,Premium Economy,2,3,3,3,4,5,2,55,96,Satisfied
686,F,71,Premium Economy,1,4,2,1,5,1,5,71,62,Unsatisfied
687,F,76,Economy,1,5,1,5,1,1,2,109,111,Unsatisfied
688,F,53,Business,5,3,4,4,4,2,5,70,22,Satisfied
689,M,25,Premium Economy,2,3,4,3,2,1,5,50,116,Satisfied
690,F,57,Premium Economy,1,2,3,3,2,1,5,45,30,Satisfied
691,F,48,Premium Economy,1,1,2,5,3,3,1,63,0,Neutral
692,F,38,Business,1,4,4,1,1,1,2,81,0,Satisfied
693,F,37,Premium Economy,2,3,1,1,4,3,3,95,11,Unsatisfied
694,M,28,Business,4,1,4,5,3,2,4,82,76,Unsatisfied
695,M,73,Premium Economy,5,1,1,2,4,3,5,51,104,Neutral
696,F,27,Business,4,4,2,4,5,1,4,9,19,Satisfied
697,F,64,First Class,1,2,4,3,2,3,1,29,16,Satisfied
698,M,59,Business,4,1,2,4,4,2,5,36,11,Neutral
699,M,39,Premium Economy,4,5,5,2,4,4,3,87,119,Unsatisfied
700,M,18,First Class,4,4,2,5,3,5,3,94,4,Unsatisfied
701,M,74,Economy,1,3,2,4,1,2,5,65,115,Satisfied
702,M,45,Premium Economy,3,4,3,5,1,2,2,22,14,Neutral
703,F,19,Premium Economy,2,5,2,2,1,4,2,72,43,Neutral
704,F,65,Business,1,3,5,5,4,4,2,5,5,Neutral
705,F,23,Economy,4,5,5,2,2,1,4,17,57,Satisfied
706,M,21,Premium Economy,1,2,2,4,1,1,3,83,53,Neutral
707,M,68,Business,3,5,2,1,3,5,1,117,48,Unsatisfied
708,F,73,Economy,5,2,2,1,4,1,5,52,24,Neutral
709,M,63,Economy,4,5,2,1,3,1,4,46,11,Satisfied
710,F,55,Economy,2,4,4,5,4,2,3,54,101,Satisfied
711,M,45,Economy,5,3,1,1,1,1,2,99,48,Unsatisfied
712,F,52,First Class,1,5,1,3,1,2,5,109,69,Neutral
713,M,48,Economy,2,3,2,2,3,4,3,32,6,Neutral
714,F,55,Economy,2,3,4,3,1,3,2,31,89,Unsatisfied
715,M,63,Premium Economy,4,5,3,2,3,1,5,71,76,Neutral
716,M,57,Business,1,1,3,5,1,4,2,89,120,Satisfied
717,F,78,Economy,2,3,1,1,5,3,5,71,30,Satisfied
718,M,57,First Class,5,4,1,2,4,1,1,72,27,Satisfied
719,F,23,Premium Economy,2,4,1,2,5,3,4,30,90,Neutral
720,F,55,Premium Economy,4,1,4,3,1,2,5,70,107,Neutral
721,M,65,Economy,5,3,1,5,4,4,4,67,100,Neutral
722,F,28,First Class,1,5,4,1,2,3,3,15,111,Satisfied
723,F,25,Economy,4,3,4,2,4,5,1,107,116,Satisfied
724,M,78,Economy,4,2,3,4,1,2,4,40,44,Neutral
725,F,25,Business,4,4,5,5,2,2,1,17,41,Unsatisfied
726,M,30,Business,4,1,1,5,5,3,5,45,118,Unsatisfied
727,M,55,Business,3,2,4,5,1,4,5,87,110,Unsatisfied
728,F,71,First Class,5,4,2,2,3,1,1,96,55,Unsatisfied
729,F,77,Premium Economy,4,3,5,1,4,4,2,112,86,Satisfied
730,F,39,Economy,1,2,2,5,5,3,5,12,83,Satisfied
731,F,73,First Class,4,3,5,3,3,5,4,97,10,Neutral
732,M,18,Economy,5,2,1,4,4,1,2,88,113,Satisfied
733,M,40,Premium Economy,4,2,5,4,5,2,3,90,1,Unsatisfied
734,M,27,Business,2,4,4,4,3,3,2,22,14,Neutral
735,M,26,First Class,2,4,4,2,5,1,1,30,82,Neutral
736,M,78,Premium Economy,2,2,4,4,2,1,1,102,59,Neutral
737,M,49,Economy,1,5,5,2,1,1,3,65,62,Satisfied
738,M,50,Premium Economy,3,2,5,1,2,1,1,36,55,Unsatisfied
739,F,58,Economy,4,1,1,5,1,2,5,18,82,Satisfied
740,F,57,First Class,5,3,3,4,3,1,5,62,14,Unsatisfied
741,F,26,Business,4,5,2,1,3,1,4,10,31,Neutral
742,F,68,Economy,4,2,1,3,1,3,2,15,80,Neutral
743,F,31,Business,4,4,5,2,2,4,3,21,11,Satisfied
744,M,80,First Class,5,1,4,5,5,5,3,104,65,Satisfied
745,F,40,Business,2,4,3,4,3,1,5,106,44,Satisfied
746,F,70,First Class,5,4,4,3,2,4,1,17,100,Neutral
747,F,42,Economy,2,2,1,1,2,2,3,33,119,Satisfied
748,M,46,Premium Economy,3,2,2,4,1,5,3,31,37,Neutral
749,F,21,First Class,1,3,2,2,3,1,4,87,19,Satisfied
750,F,23,Economy,2,2,4,4,3,4,1,32,86,Neutral
751,M,74,Premium Economy,4,5,4,2,1,3,1,106,67,Satisfied
752,F,40,First Class,1,2,1,3,5,5,4,52,9,Satisfied
753,M,55,Premium Economy,4,4,2,4,4,2,5,27,19,Unsatisfied
754,F,26,Economy,1,4,3,2,5,5,1,46,64,Satisfied
755,F,56,Economy,4,2,2,4,4,2,1,93,7,Unsatisfied
756,F,28,First Class,1,3,3,3,3,1,4,20,53,Unsatisfied
757,F,60,Economy,1,1,5,2,1,2,1,110,84,Neutral
758,F,51,First Class,2,4,4,4,3,2,5,101,22,Satisfied
759,F,73,Business,1,1,3,4,1,4,5,90,89,Satisfied
760,F,40,Premium Economy,3,2,5,2,5,4,4,50,96,Neutral
761,M,31,First Class,5,4,3,5,4,2,4,91,78,Unsatisfied
762,F,52,First Class,2,3,5,3,2,3,5,33,46,Neutral
763,F,38,Premium Economy,5,5,2,4,2,5,2,69,101,Satisfied
764,F,53,First Class,5,5,2,4,4,1,4,78,23,Satisfied
765,M,47,Business,3,5,1,2,2,5,4,27,19,Neutral
766,M,30,First Class,2,5,3,2,5,3,2,1,12,Satisfied
767,M,49,Premium Economy,4,1,1,1,2,3,2,89,65,Unsatisfied
768,M,33,First Class,3,5,4,5,1,3,1,62,62,Unsatisfied
769,M,27,Premium Economy,5,5,5,5,5,3,3,74,29,Unsatisfied
770,F,80,Premium Economy,3,4,3,4,1,4,5,20,68,Neutral
771,M,46,Economy,2,5,4,1,1,1,3,99,45,Unsatisfied
772,F,48,Premium Economy,4,4,4,2,2,5,2,79,57,Satisfied
773,F,47,Economy,5,5,2,1,5,3,3,44,56,Satisfied
774,M,43,Economy,1,4,3,4,5,2,4,29,5,Satisfied
775,F,39,Economy,2,4,2,5,3,4,4,24,39,Neutral
776,M,33,Premium Economy,1,2,5,3,2,2,3,35,86,Unsatisfied
777,M,45,Premium Economy,1,3,3,5,3,4,4,11,21,Unsatisfied
778,F,30,Business,4,2,4,4,3,5,3,69,111,Satisfied
779,M,36,Business,1,2,1,4,2,3,5,40,5,Unsatisfied
780,F,29,First Class,3,4,2,4,2,3,4,75,119,Satisfied
781,F,61,First Class,4,4,3,4,2,4,2,106,18,Satisfied
782,F,74,First Class,4,5,2,4,1,4,2,111,76,Neutral
783,F,52,Premium Economy,2,5,2,1,3,2,2,26,66,Neutral
784,M,60,First Class,4,5,4,5,5,2,1,38,112,Satisfied
785,F,30,Business,3,4,4,4,4,2,5,43,79,Satisfied
786,M,61,Economy,4,3,5,1,2,1,4,109,117,Unsatisfied
787,F,35,Economy,4,3,3,5,4,4,4,6,61,Neutral
788,F,78,Premium Economy,4,5,1,2,3,2,4,15,60,Unsatisfied
789,M,50,Premium Economy,5,1,1,1,4,5,1,106,68,Unsatisfied
790,F,47,Business,4,4,1,2,3,1,1,91,62,Neutral
791,M,65,Economy,3,2,5,4,4,3,5,70,81,Satisfied
