Passenger ID,Gender_x,Age_x,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort_x,Leg Room Service_x,Cleanliness_x,Food and Drink_x,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling_x,Satisfaction_x,PassengerId,Gender_y,Age_y,Flight Class,Seat Comfort_y,Departure/Arrival Time Conv.,Food and Drink_y,Inflight Entertainment,Leg Room Service_y,Baggage Handling_y,Cleanliness_y,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction_y
137,Female,45,Returning,Business,Business,227,0,16.0,5,5,4,4,5,4,4,4,4,4,4,5,4,4,Satisfied,137,M,80,Economy,5,5,4,1,2,2,3,55,60,Neutral
138,Male,45,Returning,Business,Business,2374,0,0.0,2,2,3,5,2,4,4,4,5,2,4,2,4,4,Satisfied,138,M,57,Premium Economy,3,4,5,2,2,4,1,101,33,Satisfied
139,Female,69,Returning,Business,Business,3261,3,3.0,5,5,2,4,5,3,3,3,1,4,3,3,3,3,Neutral or Dissatisfied,139,F,44,First Class,1,3,5,4,4,2,3,34,77,Unsatisfied
140,Male,31,Returning,Business,Business,3538,0,5.0,4,4,4,4,4,4,4,5,4,4,5,4,4,4,Satisfied,140,F,37,Business,1,5,1,4,2,2,4,113,87,Satisfied
141,Female,55,Returning,Business,Business,227,7,1.0,4,4,3,4,4,4,4,4,4,3,4,4,4,4,Satisfied,141,M,71,Premium Economy,3,5,4,2,3,5,4,87,88,Neutral
142,Male,58,Returning,Business,Business,227,0,0.0,2,4,4,5,2,4,5,4,4,3,4,2,4,4,Satisfied,142,M,38,Premium Economy,1,4,4,3,3,3,5,78,21,Neutral
143,Female,39,Returning,Business,Business,227,0,18.0,0,0,4,5,5,2,4,2,4,2,2,0,2,2,Satisfied,143,M,67,Business,5,3,2,2,2,5,4,95,16,Neutral
144,Female,41,Returning,Business,Business,3002,0,0.0,0,0,4,4,2,1,5,1,5,5,1,0,1,1,Satisfied,144,M,43,Economy,3,2,3,5,2,2,3,49,66,Satisfied
145,Male,16,Returning,Business,Business,227,265,260.0,1,1,4,4,1,2,4,4,4,3,3,4,4,4,Neutral or Dissatisfied,145,F,45,Premium Economy,3,2,3,1,4,3,5,85,30,Satisfied
146,Male,60,Returning,Business,Business,2371,66,61.0,4,4,3,4,4,4,5,4,3,2,4,4,4,4,Satisfied,146,F,18,Economy,2,2,3,1,3,1,2,100,118,Satisfied
147,Female,47,Returning,Business,Business,1946,117,136.0,1,1,2,2,1,1,2,4,2,2,2,2,4,4,Neutral or Dissatisfied,147,F,69,First Class,5,4,3,1,3,4,3,12,39,Unsatisfied
148,Female,54,Returning,Business,Business,227,58,62.0,3,3,3,3,3,2,3,2,3,2,2,2,2,2,Neutral or Dissatisfied,148,M,28,Business,2,2,2,1,2,1,1,75,78,Neutral
149,Male,37,Returning,Business,Business,3758,41,50.0,3,3,3,3,3,2,2,2,1,4,2,2,2,2,Neutral or Dissatisfied,149,F,24,Economy,5,2,3,3,1,4,5,58,88,Unsatisfied
150,Male,21,First-time,Business,Economy,227,166,185.0,1,2,3,3,3,3,3,4,3,2,2,2,4,4,Neutral or Dissatisfied,150,F,32,Business,2,5,5,3,1,5,3,95,67,Neutral
151,Male,36,Returning,Business,Business,1534,11,19.0,1,5,4,5,5,5,5,5,5,2,5,5,5,5,Satisfied,151,M,45,Economy,3,2,3,1,4,5,3,77,50,Satisfied
152,Female,51,Returning,Business,Business,3424,44,42.0,4,4,4,3,4,3,3,3,4,5,3,3,3,3,Neutral or Dissatisfied,152,F,53,Economy,2,4,1,2,5,3,3,85,108,Unsatisfied
153,Female,35,Returning,Business,Business,227,0,10.0,3,3,4,4,3,5,4,5,3,5,5,3,5,5,Satisfied,153,F,68,First Class,3,2,3,1,4,4,5,11,39,Satisfied
154,Female,41,Returning,Business,Business,2731,0,0.0,4,4,3,4,4,5,5,5,5,4,5,4,5,5,Satisfied,154,M,50,Economy,5,2,4,4,2,4,4,64,48,Neutral
155,Female,17,First-time,Business,Business,227,0,11.0,3,4,4,4,3,1,5,2,5,5,4,4,5,4,Neutral or Dissatisfied,155,M,65,Economy,3,2,3,1,5,4,2,119,73,Satisfied
156,Female,49,First-time,Business,Business,227,4,9.0,2,2,2,2,3,1,5,5,3,3,3,2,3,4,Neutral or Dissatisfied,156,M,59,First Class,4,3,5,4,2,4,5,36,50,Satisfied
157,Male,60,Returning,Business,Business,3415,0,0.0,3,3,3,3,3,1,4,2,1,1,1,1,1,1,Neutral or Dissatisfied,157,F,46,Business,3,1,5,4,5,5,5,76,111,Neutral
158,Male,22,First-time,Business,Economy,227,0,0.0,4,1,3,1,3,3,2,2,2,2,4,1,2,3,Neutral or Dissatisfied,158,M,37,Premium Economy,4,1,2,1,4,4,3,113,89,Unsatisfied
159,Female,46,Returning,Business,Business,227,0,0.0,4,4,4,3,4,5,5,5,1,5,5,4,5,5,Satisfied,159,F,36,Business,1,4,4,5,3,5,2,66,25,Satisfied
160,Female,42,Returning,Personal,Economy,227,55,59.0,4,2,5,4,2,4,5,2,4,4,4,2,4,3,Neutral or Dissatisfied,160,F,32,First Class,1,1,2,2,4,1,5,87,89,Satisfied
161,Male,20,Returning,Personal,Economy,227,49,63.0,5,2,4,2,5,3,5,2,5,5,4,2,5,5,Neutral or Dissatisfied,161,F,76,Economy,1,1,1,2,5,2,5,91,50,Neutral
162,Male,14,Returning,Personal,Economy,227,0,0.0,5,0,3,0,1,1,5,2,5,5,4,3,5,5,Neutral or Dissatisfied,162,M,37,First Class,2,3,2,2,5,5,2,45,50,Satisfied
163,Female,64,Returning,Personal,Economy,227,6,0.0,4,2,3,5,3,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied,163,F,39,First Class,3,4,2,3,4,2,3,92,51,Satisfied
164,Male,12,Returning,Personal,Economy,227,134,133.0,4,4,4,4,1,5,4,4,4,4,5,4,5,4,Neutral or Dissatisfied,164,M,35,Premium Economy,4,1,2,1,4,2,4,106,102,Unsatisfied
165,Male,29,Returning,Personal,Economy,227,52,56.0,5,0,3,0,3,4,2,5,2,2,5,2,2,5,Neutral or Dissatisfied,165,F,20,Premium Economy,3,5,3,1,5,1,5,1,95,Neutral
166,Female,44,Returning,Personal,Economy,227,31,25.0,3,0,3,4,1,4,2,0,3,2,4,2,4,4,Neutral or Dissatisfied,166,F,67,First Class,1,4,5,4,4,3,1,29,56,Unsatisfied
167,Female,66,Returning,Personal,Economy,227,0,0.0,5,0,3,5,3,5,5,0,4,5,5,3,5,1,Neutral or Dissatisfied,167,F,63,First Class,1,1,3,4,1,4,1,111,87,Unsatisfied
168,Male,37,Returning,Personal,Economy,227,36,43.0,5,3,3,3,4,3,4,2,4,4,5,3,4,5,Neutral or Dissatisfied,168,M,48,Premium Economy,4,4,3,5,1,2,3,49,112,Satisfied
169,Male,35,Returning,Personal,Economy,227,0,10.0,3,2,3,2,3,4,4,4,4,4,3,2,4,1,Neutral or Dissatisfied,169,M,49,Economy,4,5,4,3,5,4,4,40,45,Satisfied
170,Female,36,Returning,Personal,Economy,227,0,0.0,5,3,3,3,2,4,2,4,2,2,5,3,2,5,Neutral or Dissatisfied,170,F,65,First Class,5,4,2,3,1,4,3,93,71,Unsatisfied
171,Female,49,Returning,Business,Business,1798,15,12.0,4,4,3,4,4,5,5,5,3,5,5,4,5,5,Satisfied,171,F,56,Premium Economy,4,1,1,4,1,1,5,1,68,Neutral
172,Male,37,Returning,Business,Business,227,0,0.0,3,3,5,5,3,5,5,4,4,5,5,3,5,5,Satisfied,172,M,32,Economy,4,1,2,5,3,1,3,16,115,Neutral
173,Female,57,Returning,Business,Business,227,10,10.0,1,1,4,5,1,5,4,5,4,2,5,1,5,5,Satisfied,173,M,60,Economy,3,3,4,4,1,5,2,95,99,Satisfied
174,Female,39,Returning,Business,Business,3822,6,9.0,4,3,4,3,4,3,4,3,2,1,3,3,3,3,Neutral or Dissatisfied,174,F,62,Premium Economy,1,4,5,2,3,2,3,92,114,Satisfied
175,Male,36,First-time,Business,Business,227,0,0.0,2,2,5,2,3,3,5,4,5,5,4,2,5,4,Neutral or Dissatisfied,175,M,74,Economy,5,1,2,4,5,2,1,53,110,Unsatisfied
176,Female,56,Returning,Personal,Economy Plus,227,0,17.0,3,2,1,3,1,4,5,2,4,4,4,2,4,4,Neutral or Dissatisfied,176,F,31,Business,5,5,3,2,1,5,5,31,30,Neutral
177,Female,10,Returning,Personal,Economy Plus,227,39,56.0,4,1,3,1,2,4,1,4,1,1,5,1,1,4,Neutral or Dissatisfied,177,F,45,First Class,1,1,2,5,1,3,1,60,90,Unsatisfied
178,Male,28,Returning,Personal,Economy Plus,227,0,0.0,1,2,3,2,4,3,4,3,4,4,4,2,4,4,Neutral or Dissatisfied,178,M,24,Economy,5,1,5,1,5,4,1,75,96,Unsatisfied
179,Female,36,Returning,Business,Business,213,0,0.0,4,0,5,4,3,1,4,1,5,3,1,0,1,1,Satisfied,179,M,55,First Class,5,3,4,1,3,4,2,23,118,Unsatisfied
180,Male,56,Returning,Business,Business,2975,0,13.0,5,0,3,5,2,5,5,5,5,5,5,0,5,5,Satisfied,180,F,59,Economy,1,3,5,5,1,4,5,19,82,Unsatisfied
181,Female,56,Returning,Business,Business,213,0,0.0,4,4,3,5,4,5,4,5,3,3,5,4,5,5,Satisfied,181,F,62,First Class,4,2,3,2,3,3,2,20,21,Unsatisfied
182,Male,44,Returning,Business,Business,2569,0,0.0,4,4,3,4,4,4,4,4,3,2,4,4,4,5,Satisfied,182,M,19,Premium Economy,4,5,4,5,3,5,2,62,53,Satisfied
183,Male,26,First-time,Business,Business,213,0,0.0,0,3,4,3,3,5,2,5,2,2,5,3,2,4,Neutral or Dissatisfied,183,F,80,Premium Economy,5,3,3,4,4,1,1,62,23,Unsatisfied
184,Male,44,Returning,Business,Business,2497,0,0.0,4,0,3,5,2,1,4,1,5,4,1,0,1,1,Satisfied,184,M,21,Premium Economy,5,3,2,2,4,4,2,3,64,Satisfied
185,Male,49,Returning,Business,Business,213,19,29.0,1,1,1,3,1,3,3,2,1,4,3,2,3,2,Neutral or Dissatisfied,185,M,78,Economy,4,2,5,3,4,2,2,57,43,Satisfied
186,Male,42,Returning,Business,Business,3880,0,0.0,1,1,3,4,1,3,4,4,3,3,3,1,3,5,Satisfied,186,M,47,Business,1,2,1,1,2,3,5,112,99,Neutral
187,Male,36,First-time,Business,Business,213,0,0.0,3,3,5,3,3,3,5,2,5,5,4,3,5,4,Neutral or Dissatisfied,187,F,74,Business,3,5,4,2,5,4,3,109,76,Neutral
188,Male,20,First-time,Business,Business,213,0,0.0,2,4,5,4,1,4,5,4,5,5,5,4,5,5,Satisfied,188,F,22,First Class,4,1,1,1,3,1,1,26,99,Unsatisfied
189,Female,42,Returning,Business,Business,2888,0,0.0,0,0,5,4,2,3,5,3,4,5,3,0,3,3,Satisfied,189,M,52,Premium Economy,1,1,5,1,3,5,3,97,110,Unsatisfied
190,Male,44,Returning,Business,Business,290,0,0.0,2,2,4,4,2,5,4,5,3,4,5,2,5,5,Satisfied,190,M,60,First Class,1,5,5,3,3,2,3,49,37,Satisfied
191,Male,35,First-time,Business,Business,213,41,29.0,2,2,4,2,4,4,2,4,2,2,4,2,2,3,Neutral or Dissatisfied,191,F,60,Business,5,2,4,2,2,5,4,19,35,Neutral
192,Male,52,Returning,Business,Business,2129,95,85.0,2,3,2,4,2,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied,192,F,73,Business,2,3,5,1,3,1,3,6,102,Neutral
193,Female,50,Returning,Business,Business,213,0,0.0,1,1,4,4,1,5,4,5,3,5,5,1,5,5,Satisfied,193,F,31,First Class,3,5,4,3,5,3,4,48,39,Satisfied
194,Female,46,Returning,Business,Business,3556,128,117.0,2,2,3,4,2,5,4,5,3,3,5,2,5,5,Satisfied,194,F,58,Business,5,1,3,4,1,1,1,67,18,Unsatisfied
195,Male,36,Returning,Business,Business,3098,0,0.0,4,0,5,4,1,2,5,2,4,5,2,0,2,2,Satisfied,195,M,40,Premium Economy,4,2,1,4,1,1,4,52,4,Unsatisfied
196,Male,23,First-time,Business,Economy,213,21,31.0,5,5,3,5,4,3,1,5,1,1,4,5,1,4,Satisfied,196,F,68,Premium Economy,2,1,4,5,4,1,2,113,35,Neutral
197,Male,56,Returning,Business,Business,2136,0,0.0,2,4,5,4,4,5,5,5,3,5,5,4,5,5,Satisfied,197,F,77,Business,2,4,3,5,2,1,5,86,86,Satisfied
198,Male,57,First-time,Business,Business,213,0,0.0,4,4,4,4,5,5,3,3,3,3,5,4,3,4,Satisfied,198,F,55,Economy,2,2,1,4,4,3,2,50,88,Neutral
199,Female,60,Returning,Business,Business,3756,36,24.0,4,4,5,4,4,4,5,4,5,2,4,4,4,4,Satisfied,199,F,69,First Class,4,4,5,2,5,2,4,79,4,Satisfied
200,Female,43,Returning,Business,Business,3175,54,55.0,3,3,3,3,3,1,4,1,1,5,1,1,1,1,Neutral or Dissatisfied,200,F,73,Business,3,4,2,5,2,1,4,13,82,Unsatisfied
201,Female,43,Returning,Business,Business,213,65,85.0,5,5,2,4,5,2,3,2,3,5,2,1,2,1,Neutral or Dissatisfied,201,F,71,First Class,4,5,2,4,5,5,1,77,9,Satisfied
202,Male,38,First-time,Business,Business,213,17,4.0,3,3,4,3,3,5,5,4,5,5,4,3,5,5,Neutral or Dissatisfied,202,M,19,Economy,4,5,4,4,3,1,1,117,115,Neutral
203,Female,27,First-time,Business,Business,290,0,0.0,3,3,4,3,4,4,5,5,5,5,4,3,5,3,Neutral or Dissatisfied,203,M,57,First Class,3,3,1,5,2,5,4,51,49,Unsatisfied
204,Female,71,Returning,Business,Business,2376,9,8.0,3,3,1,3,3,4,3,4,1,2,4,2,4,2,Neutral or Dissatisfied,204,F,59,First Class,1,2,4,2,1,3,5,41,34,Satisfied
205,Male,59,Returning,Business,Business,1828,21,19.0,5,5,3,3,5,4,3,3,2,5,4,4,4,4,Neutral or Dissatisfied,205,F,40,Economy,1,2,4,5,1,5,5,63,66,Neutral
206,Male,53,Returning,Business,Business,3728,0,0.0,4,4,2,4,4,3,3,3,1,4,3,3,3,3,Neutral or Dissatisfied,206,M,64,Business,2,4,3,2,5,2,3,29,94,Neutral
207,Female,40,Returning,Business,Business,213,0,0.0,5,0,3,4,5,4,5,1,3,5,4,0,4,1,Satisfied,207,M,79,Economy,4,2,1,2,5,5,3,53,109,Satisfied
208,Female,49,First-time,Business,Business,213,20,21.0,2,2,3,2,4,4,5,4,5,5,4,2,5,4,Neutral or Dissatisfied,208,M,21,Business,1,2,3,5,5,4,1,65,24,Neutral
209,Female,69,Returning,Business,Business,290,0,0.0,2,3,5,4,2,4,2,4,5,1,4,2,4,4,Satisfied,209,F,41,Business,1,1,3,3,5,3,3,56,34,Unsatisfied
210,Female,27,First-time,Business,Economy,213,6,4.0,2,4,4,4,1,2,2,1,2,2,1,4,2,1,Neutral or Dissatisfied,210,M,19,Business,5,1,1,3,1,5,4,4,12,Satisfied
211,Male,22,First-time,Business,Economy,213,1,4.0,0,5,1,5,1,4,3,4,3,3,3,5,3,5,Satisfied,211,F,34,Premium Economy,3,2,5,3,2,5,1,8,99,Unsatisfied
212,Female,30,Returning,Business,Business,213,25,13.0,5,5,1,4,5,1,2,2,5,5,4,2,5,3,Neutral or Dissatisfied,212,F,45,Business,4,4,1,4,5,3,1,63,18,Satisfied
213,Male,16,Returning,Business,Business,213,0,0.0,5,3,1,2,5,1,3,5,2,2,3,3,2,4,Neutral or Dissatisfied,213,F,53,First Class,1,1,4,2,3,4,4,23,43,Unsatisfied
214,Male,38,First-time,Business,Business,213,0,0.0,2,2,1,2,3,1,5,3,3,3,4,2,3,3,Neutral or Dissatisfied,214,F,31,Premium Economy,2,3,5,3,1,5,5,47,69,Unsatisfied
215,Male,34,Returning,Personal,Economy,213,0,0.0,4,3,3,3,3,1,4,3,4,4,4,3,4,3,Neutral or Dissatisfied,215,F,80,Economy,1,1,2,3,4,4,3,108,41,Unsatisfied
216,Female,35,Returning,Personal,Economy,213,0,2.0,3,0,3,0,4,4,3,3,3,3,4,0,3,4,Satisfied,216,M,50,Economy,1,1,1,3,5,2,5,0,57,Unsatisfied
217,Male,48,Returning,Personal,Economy,290,0,0.0,5,2,4,2,1,4,5,3,5,5,4,2,5,4,Neutral or Dissatisfied,217,M,40,Premium Economy,5,3,2,1,5,1,2,38,29,Satisfied
218,Male,17,Returning,Personal,Economy,213,0,3.0,4,4,4,4,3,3,2,3,3,3,4,4,3,2,Neutral or Dissatisfied,218,M,19,Business,2,1,2,3,5,5,1,45,70,Unsatisfied
219,Male,31,Returning,Personal,Economy,290,0,0.0,5,5,4,5,3,4,2,5,2,2,4,4,2,4,Neutral or Dissatisfied,219,F,52,Business,2,2,3,2,4,2,1,38,114,Unsatisfied
220,Male,31,Returning,Personal,Economy,290,25,42.0,4,3,5,3,3,1,3,4,3,3,4,3,3,4,Neutral or Dissatisfied,220,M,24,First Class,5,2,1,5,5,5,3,104,64,Satisfied
221,Female,36,Returning,Personal,Economy,213,0,0.0,0,2,5,2,2,4,3,2,3,3,5,2,3,5,Neutral or Dissatisfied,221,M,52,Premium Economy,4,4,4,3,1,1,1,109,43,Satisfied
222,Female,44,Returning,Personal,Economy,213,0,5.0,5,4,4,4,1,1,1,4,1,1,1,4,1,1,Neutral or Dissatisfied,222,F,55,Economy,1,1,3,4,4,3,1,55,33,Satisfied
223,Female,16,Returning,Personal,Economy,213,192,293.0,5,1,5,5,1,5,5,4,5,1,3,1,4,4,Neutral or Dissatisfied,223,F,70,Economy,1,1,2,5,3,4,1,67,118,Satisfied
224,Male,35,Returning,Personal,Economy,290,0,24.0,4,3,4,3,1,4,2,3,2,2,5,3,2,4,Neutral or Dissatisfied,224,M,39,Business,3,5,5,5,3,3,2,81,63,Unsatisfied
225,Male,29,Returning,Personal,Economy,290,0,0.0,5,4,3,4,2,4,3,3,3,3,2,4,3,4,Neutral or Dissatisfied,225,F,39,First Class,3,4,3,2,4,3,4,40,115,Satisfied
226,Male,66,Returning,Personal,Economy,290,0,0.0,5,3,5,3,4,4,2,3,2,2,4,3,2,4,Neutral or Dissatisfied,226,M,74,Premium Economy,5,3,2,1,5,2,1,66,78,Unsatisfied
227,Female,56,Returning,Personal,Economy,213,20,8.0,0,0,3,4,3,5,5,0,5,4,5,3,5,5,Neutral or Dissatisfied,227,M,41,Business,1,4,3,4,2,4,2,22,50,Satisfied
228,Female,17,Returning,Personal,Economy,213,0,0.0,4,3,3,3,4,3,4,3,4,4,4,3,4,4,Neutral or Dissatisfied,228,F,35,Business,3,5,2,5,2,5,5,104,60,Unsatisfied
229,Female,33,Returning,Business,Business,213,0,0.0,5,5,5,5,5,5,5,5,3,4,5,5,5,4,Satisfied,229,F,24,First Class,5,3,4,2,2,2,3,119,82,Unsatisfied
230,Female,44,First-time,Business,Business,213,6,40.0,2,2,5,2,5,3,2,4,2,2,4,2,2,4,Neutral or Dissatisfied,230,F,25,Premium Economy,5,2,4,5,5,1,2,22,86,Satisfied
231,Female,47,Returning,Business,Business,1957,14,10.0,1,1,3,5,1,4,4,4,3,5,4,1,4,5,Satisfied,231,F,65,Premium Economy,4,4,2,1,2,2,2,48,3,Satisfied
232,Female,57,Returning,Business,Business,213,0,0.0,4,4,5,5,4,5,4,5,5,4,5,4,5,5,Satisfied,232,F,37,First Class,5,1,5,4,1,1,4,66,10,Unsatisfied
233,Female,38,First-time,Business,Business,213,0,0.0,4,4,1,4,4,2,1,3,1,1,4,3,1,3,Neutral or Dissatisfied,233,F,41,First Class,2,1,3,5,1,4,2,63,0,Satisfied
234,Male,47,Returning,Business,Economy Plus,213,0,0.0,4,4,4,3,4,1,3,4,3,3,3,3,3,5,Satisfied,234,F,57,First Class,3,3,1,3,4,1,1,3,2,Unsatisfied
235,Female,16,Returning,Personal,Economy Plus,213,0,0.0,2,5,4,5,3,5,2,4,2,2,5,5,2,4,Satisfied,235,M,41,Business,4,1,4,3,2,1,4,37,14,Satisfied
236,Male,35,Returning,Business,Business,3242,0,4.0,4,4,1,2,4,2,2,2,4,1,2,2,2,2,Neutral or Dissatisfied,236,F,71,Premium Economy,4,5,3,1,4,3,5,44,15,Satisfied
237,Male,7,Returning,Personal,Business,719,0,2.0,5,3,3,3,2,3,2,4,2,2,5,3,2,5,Neutral or Dissatisfied,237,M,66,Economy,1,4,2,2,5,2,5,82,0,Neutral
238,Female,39,Returning,Business,Business,719,82,89.0,2,3,3,5,2,5,5,5,3,3,5,2,5,5,Satisfied,238,F,64,Economy,3,1,2,4,1,3,4,7,76,Satisfied
239,Male,44,Returning,Business,Business,719,2,11.0,3,3,5,5,3,4,5,4,3,3,4,3,4,4,Satisfied,239,F,69,First Class,4,2,5,1,1,5,2,99,54,Satisfied
240,Female,49,Returning,Business,Business,3477,7,26.0,5,5,3,5,5,5,5,5,5,2,5,5,5,5,Satisfied,240,F,57,Economy,1,4,5,2,2,1,1,12,0,Satisfied
241,Male,22,Returning,Business,Business,2689,10,27.0,2,2,4,5,2,4,5,3,5,5,5,2,5,5,Satisfied,241,F,39,Premium Economy,2,5,3,4,2,2,4,11,112,Satisfied
242,Male,38,First-time,Business,Business,719,0,0.0,4,4,4,4,5,5,1,5,1,1,4,4,1,4,Neutral or Dissatisfied,242,F,67,Business,1,1,2,1,1,4,2,120,63,Satisfied
243,Male,22,First-time,Business,Economy,719,14,25.0,1,1,1,1,3,4,1,3,1,1,4,1,1,3,Neutral or Dissatisfied,243,M,55,Economy,5,1,2,5,5,3,3,103,96,Neutral
244,Male,30,First-time,Business,Business,719,45,41.0,2,2,1,2,3,2,3,2,3,3,2,2,3,2,Neutral or Dissatisfied,244,M,34,Premium Economy,1,3,1,2,1,2,5,6,63,Satisfied
245,Female,29,Returning,Business,Business,2903,17,25.0,2,2,4,3,2,3,3,5,3,3,3,3,3,3,Neutral or Dissatisfied,245,F,32,Economy,5,1,3,4,4,1,4,8,111,Satisfied
246,Male,50,Returning,Business,Business,719,116,140.0,2,2,3,3,2,2,3,4,3,3,4,3,3,3,Neutral or Dissatisfied,246,F,56,First Class,1,5,3,4,3,3,5,87,48,Satisfied
247,Male,11,Returning,Business,Business,719,38,,1,1,4,4,1,4,4,3,4,4,3,4,4,4,Neutral or Dissatisfied,247,M,51,Premium Economy,4,4,4,3,4,3,2,100,49,Satisfied
248,Male,23,Returning,Business,Business,719,35,42.0,4,4,2,3,4,2,3,2,3,3,3,3,3,4,Neutral or Dissatisfied,248,M,27,Economy,4,4,3,3,3,4,1,107,17,Unsatisfied
249,Male,20,First-time,Business,Economy,319,0,0.0,0,2,2,2,2,1,5,5,5,5,3,2,5,5,Neutral or Dissatisfied,249,M,51,Premium Economy,4,5,4,2,5,2,1,44,22,Satisfied
250,Female,70,Returning,Personal,Economy,719,0,0.0,4,3,5,5,4,1,4,3,5,5,1,3,1,1,Neutral or Dissatisfied,250,F,66,Economy,5,3,3,2,3,1,1,49,14,Unsatisfied
251,Male,66,First-time,Personal,Economy,719,193,205.0,2,3,2,2,2,3,2,2,2,3,1,3,3,3,Neutral or Dissatisfied,251,M,41,Economy,1,1,4,1,3,2,4,83,120,Unsatisfied
252,Female,50,Returning,Personal,Economy Plus,719,20,22.0,1,2,4,4,4,2,3,2,2,3,2,1,2,2,Neutral or Dissatisfied,252,M,27,Business,1,5,5,1,2,1,1,87,112,Unsatisfied
253,Male,39,Returning,Personal,Economy Plus,719,51,79.0,5,2,3,2,2,4,2,5,2,2,5,2,2,4,Neutral or Dissatisfied,253,F,66,Economy,5,2,3,4,2,3,1,71,81,Unsatisfied
254,Male,18,Returning,Personal,Economy Plus,719,80,76.0,4,1,3,1,2,5,1,5,2,2,4,1,2,5,Neutral or Dissatisfied,254,F,18,Business,4,5,5,5,1,1,4,103,33,Unsatisfied
255,Male,26,Returning,Business,Business,3800,158,213.0,4,4,3,3,4,5,3,5,3,3,4,4,3,5,Satisfied,255,M,25,Premium Economy,2,4,2,1,4,4,2,70,35,Unsatisfied
256,Male,22,First-time,Business,Business,612,92,99.0,4,5,3,5,1,5,2,3,2,2,5,5,2,5,Satisfied,256,M,26,Business,2,3,3,1,4,5,4,106,14,Satisfied
257,Male,58,Returning,Business,Business,612,1,0.0,2,2,3,4,2,5,4,5,5,3,5,2,5,5,Satisfied,257,F,64,First Class,4,4,1,2,3,2,3,27,88,Satisfied
258,Male,48,Returning,Business,Business,1708,4,0.0,4,4,3,4,4,4,5,4,5,4,4,4,4,4,Satisfied,258,F,69,Business,1,1,3,3,1,2,4,100,107,Satisfied
259,Female,55,Returning,Business,Business,612,14,19.0,3,3,3,4,3,4,3,4,2,5,4,4,4,4,Neutral or Dissatisfied,259,M,63,Business,4,3,5,3,5,3,1,71,35,Satisfied
260,Male,62,Returning,Business,Business,612,29,22.0,5,5,2,4,5,2,3,2,2,2,2,2,2,2,Neutral or Dissatisfied,260,F,68,Premium Economy,4,5,3,2,3,3,5,16,7,Satisfied
261,Female,61,Returning,Personal,Economy,612,6,6.0,4,3,3,1,4,2,2,3,4,1,2,2,2,2,Neutral or Dissatisfied,261,F,57,First Class,1,5,2,4,3,4,2,38,31,Neutral
262,Male,63,Returning,Personal,Business,802,0,6.0,4,2,5,4,1,4,4,2,4,2,4,2,4,5,Neutral or Dissatisfied,262,F,52,First Class,2,2,5,5,1,3,1,70,69,Neutral
263,Male,43,Returning,Personal,Business,802,0,0.0,2,1,3,3,3,2,3,1,1,2,2,1,2,2,Neutral or Dissatisfied,263,M,56,Economy,3,2,2,1,2,2,2,1,59,Neutral
264,Female,43,Returning,Business,Business,3967,1,0.0,5,5,3,4,5,5,4,5,3,3,5,5,5,5,Satisfied,264,F,72,Premium Economy,1,1,1,2,2,1,3,46,93,Satisfied
265,Female,49,Returning,Business,Business,825,0,0.0,3,4,4,4,3,4,5,4,4,5,4,3,4,4,Satisfied,265,F,50,Business,3,1,4,4,4,2,5,98,99,Neutral
266,Male,44,Returning,Business,Business,2770,0,0.0,2,3,3,5,2,3,4,4,3,4,3,2,3,3,Satisfied,266,M,65,Premium Economy,2,5,3,2,4,2,4,94,3,Satisfied
267,Female,40,Returning,Business,Business,2026,0,0.0,1,1,3,4,1,4,5,5,3,3,4,1,4,4,Satisfied,267,F,24,Economy,3,4,4,4,2,5,4,70,19,Neutral
268,Male,20,First-time,Business,Economy,802,35,18.0,3,3,2,3,4,2,3,1,3,3,4,3,3,3,Neutral or Dissatisfied,268,M,62,First Class,4,1,2,2,5,2,5,105,95,Neutral
269,Female,55,Returning,Business,Business,802,165,167.0,5,5,4,4,5,5,4,5,4,5,4,5,5,5,Satisfied,269,M,18,Economy,3,3,5,1,2,1,2,46,89,Neutral
270,Female,59,Returning,Business,Business,802,0,14.0,2,2,5,5,2,4,5,4,4,2,4,2,4,4,Satisfied,270,M,34,Premium Economy,3,3,4,1,4,1,1,93,39,Satisfied
271,Male,35,First-time,Business,Business,802,0,2.0,1,1,3,1,3,4,4,2,4,4,4,2,4,3,Neutral or Dissatisfied,271,M,48,First Class,1,2,1,3,2,5,2,7,109,Unsatisfied
272,Male,43,Returning,Business,Business,802,0,0.0,1,1,3,2,1,3,2,2,3,2,3,3,3,3,Neutral or Dissatisfied,272,M,19,First Class,3,3,3,3,3,5,5,2,79,Unsatisfied
273,Male,53,Returning,Business,Business,3357,0,0.0,2,2,3,3,2,2,3,2,1,5,2,2,2,2,Neutral or Dissatisfied,273,M,26,Premium Economy,3,3,5,5,2,1,3,35,109,Satisfied
